pgn_aptkira_dinner | [pname_kira[0]], неожиданно тебя видеть с нами за ужином, что-то случилось? Плохое или хорошее? | [pname_kira[0]], suddenly you see us at dinner, something happened? Bad or good?
pgn_newolivhome_09 | Ой, ты мой хороший какой. Спасибо. И если хочешь, можешь снова приходить и помогать Оливке с учебой. | Oh, you're my good one. Oh, thank you. Thank you. And if you want, you can come back and help Olivka with her studies.
pgn_newolivhome_09 | Спасибо, с удовольствием. | Thank you, I'd love to.
pgn_newolivhome_09 | Но только уроки и ни чего лишнего. | But only lessons and nothing more.
pgn_newolivhome_09 | Да, конечно. А где Оливия? | Yes, of course. Where's Olivia?
pgn_newolivhome_09 | Она в своей комнате, наверху. 3-й этаж, дверь справа. | She's in her room upstairs 3rd floor, door on the right.
pgn_newolivhome_09 | Спасибо. | Thank you.
pgn_newolivhome_09 | {i}Ммм... Оливия без трусиков и чем-то увлеченно занимается, попробую подойти незаметно.{/i} | {i}Mmm... Olivia's not wearing any panties and she's doing something enthusiastically, so I'll try to keep a low profile.{/i}
pgn_newolivhome_09 | Ахх!! | Ahh!
pgn_newolivhome_09 | Привет! | Hello!
pgn_newolivhome_09 | [pname_max[0]]! Ты меня напугал! | [pname_max[0]]! You scared me!
pgn_newolivhome_09 | У тебя тут много места, и телевизор есть? | Do you have plenty of room here and a TV?
pgn_newolivhome_09 | Да, мама взяла кредит в банке и купила мебель и технику. Остальное привезут и установят завтра. | Yes, my mother took a loan from the bank and bought furniture and equipment. The rest will be brought in and installed tomorrow.
pgn_newolivhome_09 | Кредит? А выплатить сможете? | Credit? Can you pay me back?
pgn_newolivhome_09 | Мама сказала, раз такая низкая арендная плата, то можно улучшить условия проживания. И ты сам видел, что мебели не так много было. | Mom said that if the rent is so low, the living conditions can be improved. And you saw for yourself that there wasn't much furniture.
pgn_newolivhome_09 | [pname_max[0]]. Спасибо тебе большое, ты очень хороший парень, я рада что ты мой... Т.е. наш с [pname_liza[4]] парень. | [pname_max[0]]. Thank you so much, you're a very nice guy, I'm glad you're my... I mean, our guy with [pname_liza[4]].
pgn_newolivhome_09 | Всегда пожалуйста. | You're welcome.
pgn_newolivhome_09 | {i}Только благодарить нужно мою тётю, а она очень хорошо постаралась. Выложилась по полной.{/i} | {i} Only my aunt should be thanked, and she did a very good job. I've done my best.{/i}
pgn_newolivhome_09 | Мама тебе сказала, что ты можешь ко мне приходить... помогать с уроками? | Mom told you you could come to me... to help with the lessons?
pgn_newolivhome_09 | Да. Так же, только по вторникам и пятницам? | Yeah. Also, only on Tuesdays and Fridays?
pgn_newolivhome_09 | Если хочешь, можешь в любой день, только кроме выходных, мы с [pname_liza[4]] гуляем. | If you want, you can go out any day except the weekend, we'll go out with [pname_liza[4]].
pgn_newolivhome_09 | Лучше после школы, в 15 или в 16. | Better after school, at 15 or 16.
pgn_newolivhome_09 | Хорошо. Вам нужна ещё какая-нибудь помощь? | Okay. Do you need any more help?
pgn_newolivhome_09 | Точно не знаю, это нужно у мамы спросить. И... Ты останешься на ужин? Мама приготовит, что-нибудь вкусное. | I don't know exactly, I have to ask my mother. And... Are you staying for dinner? Mom's gonna make something delicious.
pgn_newolivhome_09 | Я не против. | I don't mind.
pgn_newolivhome_09 | А как тебе удалось найти такой дешевый дом, мы смотрели, ничего подобного не находили? | How did you find such a cheap house, we looked, we didn't find anything like it?
pgn_newolivhome_09 | Есть у меня знакомые, которые мне немного помогли. | I know some people who helped me a little.
pgn_newolivhome_09 | О! Как-нибудь познакомишь, со своими знакомыми, поблагодарю и их. | Oh, you'll meet your acquaintances sometime and thank them.
pgn_newolivhome_09 | Может быть, когда-нибудь. | Maybe someday.
pgn_newolivhome_09 | А девушка это или мужчина? | Is it a girl or a man?
pgn_newolivhome_09 | Мам... Хватит давить на [pname_max[3]]. Как будет возможность, может и познакомит. Главное, что теперь у нас всё хорошо. | Mom... Stop pressing [pname_max[3]]. As soon as he gets the chance, maybe he'll introduce you. The important thing is that we're doing well now.
pgn_newolivhome_09 | Да, Оливия, прости и ты [pname_max[0]]. | Yes, Olivia, I'm sorry, and so are you [pname_max[0]].
pgn_newolivhome_09 | Всё нормально. Спасибо за ужин, очень вкусно. | It's okay. Thanks for dinner, it's delicious.
pgn_newolivhome_09 | [pname_max[0]], если хочешь, можешь к нам приходить в любое время, для тебя двери всегда будут открыты. | [pname_max[0]] if you want, you can come to us at any time, the doors will always be open for you.
pgn_newolivhome_tutoring | Где будем заниматься? | Where shall we study?
pgn_newolivhome_tutoring | Рада, что ты пришёл. Хм... ты уже возбуждён? Это у тебя такой фетиш на уроки или просто маму мою голую встретил? | Glad you could make it. Hmm. Um... are you excited already? Is this your fetish for class or did you just meet my mother naked?
pgn_newolivhome_tutoring | Ну... | Well...
pgn_newolivhome_tutoring | Понятно. Где будем заниматься? | I see. Where do we study?
pgn_newolivhome_tutoring | А если вот так сделаем? | What if we do this?
pgn_newolivhome_tutoring | Поняла. | Got it.
pgn_newolivhome_tutoring | Да, всё верно. Что там далее? | Yeah, that's right. What's next?
